Minimo	Corrida
61	109
61	379
61	870
61	876
62	5
62	18
62	24
62	59
62	63
62	98
62	103
62	121
62	148
62	154
62	157
62	169
62	184
62	199
62	214
62	227
62	228
62	288
62	305
62	319
62	322
62	345
62	348
62	362
62	363
62	371
62	398
62	412
62	415
62	457
62	469
62	472
62	473
62	490
62	522
62	524
62	534
62	537
62	577
62	579
62	580
62	584
62	589
62	595
62	622
62	624
62	635
62	638
62	640
62	701
62	727
62	733
62	742
62	743
62	750
62	761
62	762
62	796
62	813
62	816
62	827
62	829
62	831
62	832
62	869
62	912
62	929
62	954
62	956
62	982
62	995
63	1
63	3
63	4
63	7
63	13
63	15
63	17
63	26
63	27
63	39
63	40
63	42
63	45
63	46
63	48
63	52
63	64
63	71
63	76
63	85
63	88
63	90
63	92
63	96
63	102
63	106
63	107
63	112
63	113
63	114
63	116
63	126
63	128
63	131
63	134
63	135
63	139
63	141
63	142
63	150
63	152
63	163
63	168
63	171
63	173
63	174
63	180
63	186
63	187
63	188
63	196
63	206
63	207
63	209
63	212
63	213
63	219
63	221
63	222
63	224
63	241
63	242
63	245
63	247
63	248
63	249
63	250
63	252
63	260
63	263
63	265
63	267
63	269
63	271
63	276
63	279
63	289
63	299
63	304
63	306
63	309
63	312
63	320
63	321
63	323
63	328
63	335
63	343
63	351
63	354
63	364
63	367
63	368
63	373
63	376
63	378
63	381
63	383
63	389
63	390
63	391
63	397
63	399
63	414
63	418
63	421
63	425
63	426
63	428
63	429
63	433
63	435
63	438
63	439
63	441
63	443
63	444
63	445
63	448
63	453
63	455
63	456
63	458
63	459
63	461
63	462
63	475
63	478
63	480
63	483
63	488
63	496
63	504
63	505
63	506
63	510
63	511
63	512
63	513
63	516
63	517
63	521
63	528
63	530
63	536
63	541
63	542
63	544
63	546
63	548
63	549
63	551
63	554
63	559
63	560
63	561
63	562
63	564
63	572
63	581
63	582
63	583
63	586
63	588
63	592
63	597
63	599
63	602
63	603
63	605
63	606
63	607
63	608
63	609
63	613
63	616
63	620
63	629
63	636
63	641
63	643
63	644
63	646
63	648
63	651
63	654
63	657
63	661
63	662
63	665
63	666
63	674
63	677
63	678
63	679
63	680
63	683
63	689
63	693
63	712
63	715
63	716
63	718
63	735
63	738
63	739
63	740
63	744
63	752
63	756
63	757
63	768
63	769
63	772
63	774
63	775
63	780
63	781
63	782
63	784
63	785
63	787
63	789
63	792
63	793
63	798
63	800
63	803
63	807
63	817
63	818
63	819
63	824
63	828
63	830
63	833
63	835
63	843
63	847
63	850
63	851
63	854
63	858
63	859
63	873
63	874
63	875
63	892
63	893
63	902
63	904
63	905
63	910
63	913
63	921
63	924
63	930
63	932
63	936
63	938
63	941
63	942
63	949
63	950
63	955
63	960
63	969
63	970
63	971
63	974
63	976
63	985
63	994
63	997
63	998
63	999
64	0
64	2
64	8
64	10
64	21
64	22
64	23
64	28
64	32
64	33
64	34
64	35
64	37
64	47
64	53
64	54
64	57
64	58
64	60
64	61
64	62
64	65
64	66
64	67
64	68
64	69
64	70
64	75
64	77
64	78
64	80
64	81
64	83
64	84
64	87
64	89
64	93
64	94
64	97
64	100
64	104
64	110
64	115
64	124
64	129
64	132
64	133
64	136
64	137
64	140
64	143
64	144
64	145
64	146
64	149
64	151
64	156
64	158
64	159
64	160
64	161
64	162
64	166
64	170
64	172
64	175
64	183
64	185
64	189
64	191
64	192
64	193
64	197
64	202
64	203
64	205
64	208
64	211
64	223
64	225
64	229
64	230
64	231
64	232
64	233
64	235
64	236
64	239
64	243
64	244
64	246
64	251
64	254
64	255
64	257
64	258
64	259
64	261
64	268
64	270
64	273
64	277
64	280
64	281
64	282
64	287
64	291
64	293
64	294
64	295
64	296
64	298
64	301
64	302
64	308
64	313
64	314
64	316
64	317
64	318
64	325
64	326
64	327
64	329
64	331
64	332
64	333
64	339
64	340
64	341
64	346
64	347
64	349
64	353
64	355
64	356
64	359
64	360
64	361
64	366
64	369
64	372
64	375
64	377
64	384
64	385
64	386
64	387
64	388
64	393
64	394
64	395
64	396
64	401
64	403
64	406
64	408
64	409
64	410
64	413
64	417
64	422
64	427
64	430
64	432
64	434
64	437
64	440
64	442
64	449
64	450
64	454
64	460
64	463
64	464
64	465
64	466
64	468
64	471
64	477
64	479
64	482
64	484
64	489
64	491
64	495
64	499
64	500
64	501
64	503
64	507
64	508
64	515
64	518
64	519
64	520
64	525
64	526
64	527
64	529
64	531
64	533
64	535
64	538
64	543
64	545
64	550
64	552
64	553
64	555
64	557
64	558
64	565
64	566
64	567
64	568
64	573
64	574
64	575
64	576
64	587
64	591
64	593
64	594
64	598
64	600
64	604
64	610
64	611
64	612
64	614
64	615
64	617
64	618
64	621
64	623
64	625
64	630
64	632
64	634
64	649
64	650
64	652
64	653
64	655
64	656
64	658
64	659
64	663
64	664
64	667
64	668
64	670
64	675
64	676
64	681
64	684
64	686
64	687
64	691
64	692
64	696
64	697
64	698
64	699
64	702
64	703
64	705
64	706
64	707
64	709
64	711
64	713
64	719
64	721
64	724
64	725
64	726
64	728
64	730
64	731
64	732
64	736
64	737
64	741
64	745
64	748
64	755
64	758
64	759
64	760
64	763
64	764
64	766
64	770
64	776
64	778
64	779
64	783
64	788
64	791
64	795
64	801
64	802
64	804
64	808
64	809
64	810
64	811
64	814
64	815
64	821
64	834
64	837
64	839
64	840
64	841
64	842
64	845
64	846
64	852
64	856
64	857
64	861
64	863
64	871
64	877
64	880
64	881
64	882
64	883
64	886
64	888
64	889
64	890
64	891
64	894
64	895
64	896
64	897
64	898
64	899
64	900
64	901
64	903
64	906
64	907
64	909
64	915
64	919
64	920
64	922
64	926
64	928
64	934
64	935
64	937
64	946
64	948
64	951
64	952
64	953
64	957
64	958
64	959
64	961
64	966
64	967
64	972
64	973
64	977
64	979
64	981
64	983
64	984
64	988
64	990
64	991
64	992
64	996
65	6
65	9
65	11
65	12
65	14
65	16
65	19
65	20
65	25
65	31
65	36
65	38
65	41
65	44
65	49
65	55
65	56
65	72
65	73
65	79
65	86
65	91
65	95
65	99
65	108
65	111
65	117
65	118
65	119
65	120
65	122
65	123
65	125
65	127
65	130
65	138
65	147
65	155
65	164
65	165
65	167
65	176
65	177
65	178
65	179
65	181
65	182
65	190
65	195
65	200
65	201
65	204
65	216
65	217
65	218
65	220
65	226
65	234
65	238
65	240
65	253
65	256
65	262
65	264
65	266
65	272
65	274
65	275
65	278
65	284
65	285
65	286
65	292
65	297
65	303
65	307
65	310
65	311
65	315
65	324
65	330
65	334
65	336
65	338
65	342
65	344
65	350
65	352
65	358
65	365
65	370
65	380
65	392
65	402
65	404
65	407
65	411
65	416
65	419
65	420
65	423
65	424
65	436
65	446
65	447
65	451
65	452
65	467
65	470
65	474
65	476
65	481
65	485
65	487
65	492
65	493
65	494
65	497
65	498
65	509
65	523
65	539
65	556
65	563
65	569
65	570
65	571
65	578
65	585
65	601
65	619
65	626
65	627
65	628
65	631
65	633
65	637
65	639
65	642
65	645
65	647
65	660
65	669
65	672
65	682
65	685
65	688
65	690
65	694
65	695
65	700
65	704
65	708
65	710
65	714
65	717
65	720
65	722
65	734
65	746
65	747
65	749
65	751
65	753
65	754
65	765
65	767
65	771
65	773
65	777
65	786
65	794
65	797
65	799
65	805
65	820
65	825
65	826
65	836
65	838
65	844
65	848
65	849
65	853
65	855
65	862
65	865
65	866
65	868
65	872
65	878
65	879
65	884
65	885
65	887
65	908
65	911
65	914
65	916
65	917
65	918
65	925
65	927
65	931
65	933
65	940
65	943
65	945
65	947
65	963
65	964
65	965
65	968
65	975
65	980
65	986
65	987
65	989
65	993
66	29
66	30
66	43
66	50
66	51
66	74
66	82
66	101
66	105
66	153
66	194
66	198
66	210
66	215
66	237
66	283
66	290
66	337
66	357
66	374
66	382
66	400
66	405
66	431
66	486
66	514
66	532
66	540
66	547
66	590
66	596
66	671
66	673
66	723
66	729
66	790
66	806
66	812
66	822
66	823
66	860
66	864
66	867
66	923
66	939
66	944
66	962
66	978
67	300
67	502
