Minimo	Corrida
97	128
97	222
97	256
97	267
97	503
97	718
97	936
98	22
98	31
98	45
98	46
98	71
98	79
98	108
98	121
98	143
98	157
98	162
98	184
98	205
98	232
98	268
98	271
98	275
98	276
98	311
98	318
98	321
98	326
98	339
98	391
98	411
98	419
98	432
98	462
98	480
98	487
98	490
98	502
98	524
98	527
98	592
98	601
98	677
98	680
98	685
98	694
98	695
98	697
98	767
98	806
98	815
98	816
98	829
98	838
98	840
98	843
98	863
98	868
98	905
98	913
98	915
98	945
98	952
98	977
98	993
99	16
99	41
99	42
99	43
99	53
99	60
99	64
99	65
99	66
99	69
99	73
99	74
99	89
99	98
99	105
99	112
99	122
99	142
99	149
99	152
99	155
99	156
99	173
99	181
99	185
99	191
99	201
99	215
99	219
99	226
99	238
99	249
99	253
99	254
99	255
99	272
99	284
99	292
99	297
99	298
99	299
99	302
99	304
99	310
99	317
99	328
99	331
99	346
99	355
99	360
99	371
99	372
99	374
99	384
99	386
99	394
99	403
99	406
99	409
99	422
99	423
99	427
99	436
99	444
99	447
99	448
99	449
99	470
99	482
99	493
99	498
99	509
99	513
99	516
99	519
99	523
99	529
99	534
99	541
99	548
99	550
99	551
99	561
99	565
99	572
99	576
99	581
99	585
99	593
99	596
99	609
99	617
99	618
99	628
99	630
99	631
99	650
99	659
99	660
99	669
99	683
99	689
99	696
99	705
99	707
99	716
99	722
99	727
99	730
99	734
99	739
99	756
99	765
99	780
99	782
99	785
99	787
99	789
99	797
99	800
99	801
99	811
99	812
99	818
99	819
99	824
99	826
99	827
99	831
99	836
99	847
99	849
99	854
99	860
99	862
99	865
99	866
99	870
99	879
99	890
99	893
99	898
99	910
99	919
99	926
99	930
99	943
99	946
99	948
99	954
99	955
99	962
99	964
99	966
99	976
99	979
99	983
99	998
99	999
100	5
100	8
100	11
100	13
100	20
100	33
100	34
100	39
100	44
100	49
100	51
100	57
100	61
100	62
100	70
100	77
100	83
100	86
100	88
100	90
100	91
100	93
100	94
100	102
100	103
100	104
100	106
100	109
100	111
100	115
100	117
100	118
100	124
100	130
100	132
100	135
100	136
100	140
100	148
100	154
100	163
100	164
100	170
100	171
100	178
100	179
100	180
100	182
100	187
100	194
100	197
100	199
100	200
100	207
100	209
100	212
100	213
100	220
100	223
100	225
100	227
100	228
100	229
100	230
100	233
100	240
100	243
100	244
100	246
100	248
100	250
100	259
100	261
100	266
100	269
100	278
100	281
100	283
100	285
100	287
100	294
100	295
100	300
100	303
100	305
100	306
100	313
100	319
100	320
100	322
100	323
100	324
100	325
100	329
100	333
100	340
100	345
100	348
100	350
100	356
100	359
100	369
100	375
100	380
100	385
100	388
100	389
100	392
100	393
100	399
100	402
100	408
100	414
100	416
100	417
100	418
100	420
100	428
100	430
100	431
100	435
100	440
100	442
100	451
100	452
100	453
100	454
100	457
100	459
100	465
100	468
100	479
100	488
100	489
100	491
100	492
100	506
100	510
100	515
100	517
100	518
100	530
100	535
100	538
100	544
100	556
100	557
100	570
100	571
100	579
100	580
100	582
100	583
100	584
100	587
100	588
100	590
100	591
100	594
100	595
100	599
100	604
100	605
100	606
100	613
100	621
100	622
100	623
100	626
100	633
100	636
100	637
100	640
100	642
100	648
100	651
100	652
100	653
100	662
100	666
100	667
100	682
100	684
100	686
100	690
100	699
100	703
100	706
100	711
100	714
100	729
100	735
100	740
100	745
100	747
100	749
100	750
100	752
100	755
100	759
100	763
100	764
100	766
100	774
100	777
100	778
100	779
100	781
100	784
100	786
100	807
100	813
100	821
100	833
100	839
100	845
100	853
100	855
100	856
100	859
100	876
100	886
100	888
100	891
100	895
100	896
100	901
100	903
100	904
100	916
100	917
100	928
100	929
100	937
100	942
100	950
100	951
100	953
100	956
100	960
100	969
100	970
100	971
100	975
100	984
100	985
100	986
100	987
100	990
101	2
101	4
101	7
101	9
101	15
101	19
101	21
101	24
101	26
101	28
101	29
101	30
101	47
101	48
101	50
101	52
101	54
101	67
101	68
101	72
101	78
101	80
101	97
101	100
101	101
101	107
101	110
101	123
101	126
101	127
101	131
101	133
101	138
101	139
101	144
101	146
101	150
101	153
101	159
101	161
101	168
101	169
101	174
101	175
101	176
101	186
101	188
101	189
101	190
101	195
101	203
101	210
101	211
101	216
101	217
101	218
101	221
101	224
101	237
101	239
101	241
101	245
101	247
101	252
101	257
101	258
101	260
101	264
101	265
101	270
101	273
101	279
101	280
101	289
101	291
101	293
101	296
101	301
101	307
101	308
101	314
101	316
101	330
101	332
101	335
101	336
101	338
101	341
101	343
101	344
101	347
101	349
101	351
101	354
101	362
101	364
101	366
101	367
101	370
101	373
101	376
101	378
101	379
101	381
101	383
101	395
101	397
101	400
101	404
101	405
101	413
101	415
101	421
101	424
101	429
101	433
101	438
101	443
101	445
101	446
101	450
101	458
101	461
101	464
101	469
101	471
101	475
101	476
101	477
101	481
101	483
101	494
101	495
101	496
101	499
101	500
101	504
101	507
101	508
101	511
101	512
101	514
101	520
101	521
101	522
101	525
101	526
101	528
101	533
101	537
101	539
101	542
101	543
101	545
101	549
101	552
101	553
101	555
101	558
101	560
101	564
101	566
101	568
101	575
101	586
101	589
101	597
101	598
101	600
101	602
101	603
101	607
101	608
101	610
101	612
101	615
101	616
101	620
101	624
101	625
101	629
101	635
101	638
101	639
101	643
101	644
101	645
101	654
101	655
101	656
101	658
101	661
101	663
101	664
101	665
101	668
101	670
101	671
101	674
101	678
101	679
101	681
101	687
101	688
101	691
101	692
101	698
101	704
101	708
101	709
101	710
101	712
101	713
101	719
101	720
101	721
101	724
101	725
101	726
101	728
101	731
101	732
101	733
101	738
101	743
101	744
101	748
101	751
101	753
101	758
101	760
101	761
101	762
101	769
101	771
101	772
101	773
