Minimo	Corrida
98	716
98	771
99	525
99	693
99	808
100	57
100	70
100	76
100	98
100	107
100	177
100	259
100	299
100	314
100	355
100	373
100	375
100	399
100	461
100	496
100	499
100	632
100	637
100	697
100	720
100	757
100	759
100	818
100	828
100	835
100	878
100	896
100	939
100	962
100	971
100	973
100	979
101	5
101	6
101	12
101	22
101	27
101	44
101	60
101	81
101	102
101	126
101	131
101	158
101	169
101	191
101	204
101	220
101	225
101	233
101	251
101	266
101	277
101	283
101	285
101	286
101	294
101	302
101	303
101	306
101	325
101	331
101	340
101	351
101	376
101	390
101	394
101	400
101	407
101	419
101	420
101	423
101	424
101	438
101	454
101	503
101	505
101	508
101	520
101	524
101	530
101	541
101	557
101	578
101	589
101	590
101	604
101	606
101	608
101	619
101	626
101	627
101	641
101	659
101	661
101	671
101	688
101	711
101	724
101	734
101	737
101	745
101	747
101	763
101	770
101	772
101	774
101	775
101	789
101	791
101	811
101	851
101	858
101	863
101	864
101	871
101	872
101	907
101	923
101	926
101	970
101	974
101	975
101	988
101	995
102	1
102	2
102	7
102	15
102	25
102	28
102	31
102	35
102	39
102	50
102	51
102	52
102	58
102	62
102	63
102	64
102	67
102	69
102	88
102	105
102	111
102	113
102	116
102	117
102	118
102	124
102	129
102	134
102	137
102	139
102	140
102	143
102	145
102	146
102	148
102	149
102	151
102	154
102	156
102	161
102	165
102	166
102	171
102	173
102	175
102	178
102	180
102	181
102	188
102	189
102	193
102	197
102	198
102	199
102	207
102	218
102	223
102	224
102	226
102	227
102	229
102	236
102	238
102	246
102	250
102	254
102	260
102	261
102	267
102	269
102	276
102	280
102	291
102	295
102	296
102	311
102	312
102	313
102	320
102	326
102	328
102	332
102	334
102	338
102	341
102	342
102	343
102	349
102	354
102	357
102	362
102	363
102	365
102	366
102	368
102	371
102	377
102	378
102	380
102	396
102	404
102	411
102	416
102	421
102	441
102	442
102	443
102	445
102	447
102	450
102	451
102	453
102	459
102	463
102	472
102	473
102	476
102	477
102	478
102	479
102	484
102	486
102	490
102	493
102	497
102	509
102	510
102	512
102	513
102	516
102	519
102	521
102	529
102	535
102	539
102	552
102	560
102	566
102	569
102	570
102	572
102	581
102	585
102	588
102	593
102	595
102	596
102	597
102	602
102	605
102	609
102	610
102	612
102	616
102	622
102	633
102	643
102	646
102	647
102	649
102	650
102	651
102	652
102	654
102	656
102	658
102	663
102	666
102	672
102	675
102	677
102	680
102	690
102	692
102	696
102	703
102	705
102	708
102	714
102	718
102	729
102	732
102	736
102	738
102	743
102	749
102	752
102	754
102	756
102	760
102	764
102	768
102	777
102	779
102	780
102	794
102	799
102	804
102	806
102	809
102	819
102	832
102	834
102	836
102	842
102	854
102	855
102	856
102	861
102	862
102	868
102	870
102	882
102	883
102	886
102	887
102	888
102	889
102	890
102	891
102	894
102	897
102	898
102	903
102	910
102	916
102	919
102	927
102	930
102	933
102	940
102	944
102	945
102	946
102	955
102	967
102	969
102	981
102	983
102	986
102	992
102	994
103	3
103	4
103	10
103	11
103	17
103	24
103	33
103	34
103	36
103	38
103	41
103	42
103	46
103	47
103	53
103	54
103	61
103	71
103	73
103	75
103	77
103	79
103	80
103	82
103	83
103	84
103	85
103	86
103	87
103	90
103	94
103	95
103	97
103	106
103	108
103	115
103	119
103	120
103	122
103	123
103	127
103	132
103	133
103	136
103	144
103	153
103	157
103	159
103	162
103	164
103	167
103	168
103	172
103	179
103	184
103	185
103	190
103	196
103	200
103	202
103	209
103	210
103	211
103	212
103	213
103	216
103	217
103	219
103	221
103	230
